listing_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
15895531,1280,103099105,Shared room,,Singapore,,TS03,2,0.0,10,1.0,,56.0,,2017-05-17 09:09:55.360169,1.281178,103.845321,0101000020E6100000CF6740BD19F65940CDACA580B47FF43F
13902394,1280,6219420,Shared room,,Singapore,,MK03,2,0.0,12,1.0,,30.0,,2017-05-17 09:09:53.486069,1.292963,103.769891,0101000020E6100000069FE6E445F159403F027FF8F9AFF43F
16419202,1280,107615826,Shared room,,Singapore,,TS12,2,0.0,2,1.0,,35.0,,2017-05-17 09:09:53.483055,1.302655,103.851944,0101000020E61000008081204086F65940B988EFC4ACD7F43F
10020525,1280,46545593,Shared room,,Singapore,,TS17,14,4.0,16,1.0,,29.0,,2017-05-17 09:09:53.436319,1.31195,103.86113,0101000020E6100000B0E600C11CF7594092CB7F48BFFDF43F
8620667,1280,44803514,Shared room,,Singapore,,TS18,6,3.5,8,1.0,,31.0,,2017-05-17 09:09:53.424715,1.316428,103.857283,0101000020E6100000AC1A84B9DDF65940779E78CE1610F53F
13902352,1280,6219420,Shared room,,Singapore,,MK03,0,0.0,12,1.0,,30.0,,2017-05-17 09:09:51.451768,1.292752,103.770221,0101000020E6100000516C054D4BF15940DF6A9DB81CAFF43F
13870053,1280,6219420,Shared room,,Singapore,,MK03,0,0.0,12,1.0,,30.0,,2017-05-17 09:09:51.382610,1.292362,103.767866,0101000020E6100000766D6FB724F159408D7DC9C683ADF43F
16945653,1280,47611818,Shared room,,Singapore,,TS11,0,0.0,4,1.0,,39.0,,2017-05-17 09:09:51.290920,1.297392,103.852307,0101000020E6100000B8C9A8328CF65940F778211D1EC2F43F
13929091,1280,6954638,Shared room,,Singapore,,MK03,2,0.0,2,1.0,,14.0,,2017-05-17 09:09:49.752608,1.293961,103.768721,0101000020E6100000E6AF90B932F1594092CA147310B4F43F
15303252,1280,97053568,Shared room,,Singapore,,MK03,2,0.0,16,1.0,,38.0,,2017-05-17 09:09:49.689793,1.274175,103.781659,0101000020E6100000F16778B306F25940C21726530563F43F
10106290,1280,47611818,Shared room,,Singapore,,TS12,13,4.5,2,1.0,,41.0,,2017-05-17 09:09:47.765031,1.300235,103.8529,0101000020E61000008AB0E1E995F659403DD52137C3CDF43F
16522880,1280,100353323,Shared room,,Singapore,,TS08,9,4.5,10,1.0,,32.0,,2017-05-17 09:09:47.724616,1.284696,103.843022,0101000020E6100000BFF38B12F4F559400FD594641D8EF43F
9967697,1280,45368183,Shared room,,Singapore,,TS03,10,4.5,8,1.0,,38.0,,2017-05-17 09:09:47.655714,1.283313,103.846255,0101000020E6100000E544BB0A29F65940A18158367388F43F
14385777,1280,88345245,Shared room,,Singapore,,MK18,0,0.0,3,1.0,,32.0,,2017-05-17 09:09:47.624169,1.389679,103.844904,0101000020E61000009D103AE812F65940FC010F0C203CF63F
1277919,1280,6954638,Shared room,,Singapore,,MK03,6,4.0,2,1.0,,37.0,,2017-05-17 09:09:47.557444,1.292125,103.769134,0101000020E6100000770FD07D39F15940068195438BACF43F
17414394,1280,117765997,Shared room,,Singapore,,TS17,0,0.0,16,1.0,,31.0,,2017-05-17 09:09:46.318634,1.312056,103.859893,0101000020E6100000CC43A67C08F759404754A86E2EFEF43F
15933462,1280,103404514,Shared room,,Singapore,,MK18,0,0.0,2,1.0,,40.0,,2017-05-17 09:09:46.203399,1.375612,103.828417,0101000020E6100000D49CBCC804F559402FC37FBA8102F63F
5034562,1280,25989759,Shared room,,Singapore,,TS16,0,0.0,16,1.0,,28.0,,2017-05-17 09:09:46.201132,1.307222,103.857329,0101000020E6100000643A747ADEF6594093C9A99D61EAF43F
8654132,1280,45368183,Shared room,,Singapore,,TS06,19,4.5,8,1.0,,37.0,,2017-05-17 09:09:46.112079,1.28285,103.844504,0101000020E6100000D655815A0CF6594011C7BAB88D86F43F
15089063,1280,11441748,Shared room,,Singapore,,MK26,8,5.0,2,1.0,,36.0,,2017-05-17 09:09:46.037010,1.308946,103.902558,0101000020E6100000902FA182C3F9594025AE635C71F1F43F
14489603,1280,87731750,Shared room,,Singapore,,TS17,14,4.5,12,1.0,,29.0,,2017-05-17 09:09:43.829343,1.314461,103.8585,0101000020E61000006DE7FBA9F1F659401AE1ED410808F53F
12499007,1280,66697452,Shared room,,Singapore,,TS17,6,4.0,4,1.0,,33.0,,2017-05-17 09:09:43.827200,1.312219,103.86166,0101000020E61000005E11FC6F25F759408509A359D9FEF43F
12815967,1280,69904125,Shared room,,Singapore,,MK24,0,0.0,1,1.0,,332.0,,2017-05-17 09:09:42.122144,1.315278,103.884434,0101000020E61000001C5E10919AF85940635FB2F1600BF53F
3900220,1280,10954296,Shared room,,Singapore,,TS03,0,0.0,1,1.0,,477.0,,2017-05-17 09:09:42.117422,1.279164,103.844469,0101000020E6100000185FB4C70BF659405987A3AB7477F43F
16055569,1280,104205050,Shared room,,Singapore,,MK05,0,0.0,1,1.0,,369.0,,2017-05-17 09:09:42.114493,1.321157,103.741249,0101000020E6100000554CA59F70EF5940821ABE857523F53F
15198197,1280,91255816,Shared room,,Singapore,,MK23,0,0.0,1,1.0,,369.0,,2017-05-17 09:09:42.095717,1.334669,103.902441,0101000020E61000007364E597C1F95940A9C29FE1CD5AF53F
10252384,1280,52701818,Shared room,,Singapore,,TS03,0,0.0,4,1.0,,309.0,,2017-05-17 09:09:40.139412,1.276211,103.845238,0101000020E610000088D51F6118F6594030BABC395C6BF43F
6902904,1280,36176618,Shared room,,Singapore,,TS27,0,0.0,4,1.0,,259.0,,2017-05-17 09:09:40.087788,1.308306,103.837974,0101000020E61000007E39B35DA1F55940B891B245D2EEF43F
5704432,1280,28106320,Shared room,,Singapore,,MK17,0,0.0,1,1.0,,221.0,,2017-05-17 09:09:40.032986,1.335597,103.865918,0101000020E610000022C154336BF75940E02BBAF59A5EF53F
9975082,1280,51130590,Shared room,,Singapore,,TS16,0,0.0,8,1.0,,206.0,,2017-05-17 09:09:38.424003,1.306531,103.855858,0101000020E61000004701A260C6F65940E25CC30C8DE7F43F
9723749,1280,50186410,Shared room,,Singapore,,MK11,0,0.0,1,1.0,,184.0,,2017-05-17 09:09:37.340452,1.379694,103.745832,0101000020E6100000DB1324B6BBEF59407DCC07043A13F63F
7703363,1280,37307499,Shared room,,Singapore,,MK24,0,0.0,1,1.0,,147.0,,2017-05-17 09:09:37.337609,1.320834,103.883837,0101000020E6100000AA7F10C990F859402A1E17D52222F53F
9975018,1280,51130590,Shared room,,Singapore,,TS16,0,0.0,6,1.0,,147.0,,2017-05-17 09:09:37.323308,1.307954,103.85678,0101000020E61000007BF7C77BD5F6594016C26A2C61EDF43F
12613501,1280,62512029,Shared room,,Singapore,,MK17,0,0.0,1,1.0,,147.0,,2017-05-17 09:09:37.320727,1.349979,103.814033,0101000020E61000005837DE1D19F45940AB9674948399F53F
2595027,1280,10266748,Shared room,,Singapore,,TS21,2,0.0,5,1.0,,126.0,,2017-05-17 09:09:35.576474,1.303344,103.834518,0101000020E6100000187B2FBE68F559405401F73C7FDAF43F
2595369,1280,10266748,Shared room,,Singapore,,TS21,1,0.0,4,1.0,,126.0,,2017-05-17 09:09:35.574069,1.304074,103.832971,0101000020E61000000DE198654FF55940C005D9B27CDDF43F
2595223,1280,10266748,Shared room,,Singapore,,TS27,2,0.0,5,1.0,,126.0,,2017-05-17 09:09:35.560248,1.304738,103.83315,0101000020E610000065AA605452F559403E93FDF334E0F43F
2594979,1280,10266748,Shared room,,Singapore,,TS21,1,0.0,4,1.0,,126.0,,2017-05-17 09:09:35.557934,1.303221,103.835061,0101000020E6100000904AB1A371F55940DD5D6743FED9F43F
2595176,1280,10266748,Shared room,,Singapore,,TS27,0,0.0,4,1.0,,126.0,,2017-05-17 09:09:35.555006,1.304067,103.834672,0101000020E6100000C3B81B446BF5594071AFCC5B75DDF43F
2595333,1280,10266748,Shared room,,Singapore,,TS27,0,0.0,4,1.0,,126.0,,2017-05-17 09:09:35.552702,1.305428,103.834964,0101000020E61000009755D80C70F55940E485747808E3F43F
10048498,1280,44017901,Shared room,,Singapore,,MK28,0,0.0,1,1.0,,130.0,,2017-05-17 09:09:35.549906,1.336101,103.937852,0101000020E61000003F1F65C405FC594043723271AB60F53F
2602242,1280,10266748,Shared room,,Singapore,,TS27,1,0.0,4,1.0,,126.0,,2017-05-17 09:09:35.547503,1.30468,103.834665,0101000020E61000006A87BF266BF55940ABECBB22F8DFF43F
10443717,1280,48110833,Shared room,,Singapore,,MK01,16,5.0,4,1.0,,129.0,,2017-05-17 09:09:35.504192,1.284518,103.830624,0101000020E610000074D190F128F5594027F911BF628DF43F
2610020,1280,10266748,Shared room,,Singapore,,TS21,1,0.0,3,1.0,,118.0,,2017-05-17 09:09:33.862785,1.303475,103.833094,0101000020E61000009B1F7F6951F559402575029A08DBF43F
1605050,1280,8514226,Shared room,,Singapore,,MK29,0,0.0,1,1.0,,110.0,,2017-05-17 09:09:33.859867,1.372627,103.943658,0101000020E6100000F62686E464FC59409AB4A9BA47F6F53F
15710762,1280,99972126,Shared room,,Singapore,,MK03,0,0.0,1,1.0,,110.0,,2017-05-17 09:09:33.843209,1.301077,103.795004,0101000020E61000001C0C7558E1F25940A33EC91D36D1F43F
13053186,1280,29302892,Shared room,,Singapore,,MK27,0,0.0,1,1.0,,110.0,,2017-05-17 09:09:33.840851,1.315507,103.944683,0101000020E61000009485AFAF75FC59408F8B6A11510CF53F
9359194,1280,10861133,Shared room,,Singapore,,TS17,1,0.0,8,1.0,,109.0,,2017-05-17 09:09:33.836794,1.314075,103.858675,0101000020E610000024B9FC87F4F65940F5DBD7817306F53F
17912340,1280,49238649,Shared room,,Singapore,,MK05,0,0.0,1,1.0,,110.0,,2017-05-17 09:09:33.793551,1.297782,103.764358,0101000020E6100000E71BD13DEBF059404966F50EB7C3F43F
2594920,1280,10266748,Shared room,,Singapore,,TS27,0,0.0,3,1.0,,103.0,,2017-05-17 09:09:32.595560,1.304996,103.834462,0101000020E61000004EF04DD367F55940B492567C43E1F43F
13486267,1280,77253893,Shared room,,Singapore,,MK13,0,0.0,2,1.0,,103.0,,2017-05-17 09:09:32.591162,1.451831,103.828112,0101000020E6100000365B79C9FFF45940871A8524B33AF73F
5819462,1280,20712244,Shared room,,Singapore,,MK21,0,0.0,1,1.0,,90.0,,2017-05-17 09:09:32.583998,1.387768,103.896487,0101000020E61000008192020B60F959401AF7E6374C34F63F
2594747,1280,10266748,Shared room,,Singapore,,TS27,0,0.0,3,1.0,,96.0,,2017-05-17 09:09:32.580942,1.304106,103.834612,0101000020E6100000593673486AF559402C47C8409EDDF43F
13427017,1280,13716970,Shared room,,Singapore,,MK01,0,0.0,2,1.0,,103.0,,2017-05-17 09:09:32.578706,1.291932,103.805217,0101000020E6100000BA4BE2AC88F35940747E8AE3C0ABF43F
8212422,1280,43228625,Shared room,,Singapore,,TS19,11,4.0,4,1.0,,96.0,,2017-05-17 09:09:32.575617,1.30573,103.848853,0101000020E61000002387889B53F659404E7FF62345E4F43F
17893265,1280,63448912,Shared room,,Singapore,,TS07,0,0.0,1,1.0,,97.0,,2017-05-17 09:09:32.561105,1.287287,103.847856,0101000020E6100000E9EDCF4543F65940240ED940BA98F43F
6189033,1280,23597753,Shared room,,Singapore,,MK19,0,0.0,2,1.0,,74.0,,2017-05-17 09:09:31.461849,1.432509,103.842787,0101000020E61000009D9FE238F0F55940529CA38E8EEBF63F
5538307,1280,28718220,Shared room,,Singapore,,TS21,0,0.0,1,1.0,,74.0,,2017-05-17 09:09:31.458978,1.298769,103.835442,0101000020E61000001CEDB8E177F5594020F0C000C2C7F43F
8607674,1280,27100496,Shared room,,Singapore,,MK01,0,0.0,1,1.0,,74.0,,2017-05-17 09:09:31.456424,1.288464,103.81042,0101000020E61000008E01D9EBDDF359406B2C616D8C9DF43F
16358275,1280,107122203,Shared room,,Singapore,,MK13,0,0.0,3,1.0,,74.0,,2017-05-17 09:09:31.453780,1.437433,103.800377,0101000020E61000001EDE736039F35940060FD3BEB9FFF63F
16629491,1280,8151793,Shared room,,Singapore,,MK13,0,0.0,1,1.0,,74.0,,2017-05-17 09:09:31.442899,1.429207,103.784303,0101000020E6100000E6C9350532F25940A86DC32808DEF63F
9054941,1280,46052159,Shared room,,Singapore,,TS04,0,0.0,2,1.0,,74.0,,2017-05-17 09:09:31.440773,1.286835,103.849118,0101000020E61000007A1C06F357F659401092054CE096F43F
9928402,1280,50960671,Shared room,,Singapore,,TS10,5,5.0,16,1.0,,72.0,,2017-05-17 09:09:31.437361,1.287703,103.850216,0101000020E61000004DA25EF069F659409E60FF756E9AF43F
6597250,1280,34047824,Shared room,,Singapore,,TS17,0,0.0,1,1.0,,74.0,,2017-05-17 09:09:31.434793,1.320531,103.865705,0101000020E6100000F5BEF1B567F75940B4AA251DE520F53F
5900689,1280,30569367,Shared room,,Singapore,,MK31,0,0.0,2,1.0,,74.0,,2017-05-17 09:09:31.431741,1.367877,103.97171,0101000020E61000008ECC237F30FE5940A0353FFED2E2F53F
18620389,1280,15659122,Shared room,,Singapore,,MK21,0,0.0,1,1.0,,74.0,,2017-05-17 09:09:31.429427,1.380999,103.892523,0101000020E610000061FBC9181FF9594074F04C689218F63F
8853306,1280,46355892,Shared room,,Singapore,,MK20,0,0.0,1,1.0,,77.0,,2017-05-17 09:09:31.427206,1.390191,103.871369,0101000020E6100000E36F7B82C4F75940B91803EB383EF63F
18642633,1280,129534877,Shared room,,Singapore,,TS17,0,0.0,3,1.0,,77.0,,2017-05-17 09:09:31.416254,1.319427,103.861842,0101000020E61000006E14596B28F75940AB59677C5F1CF53F
10716737,1280,43043281,Shared room,,Singapore,,MK26,28,4.5,4,1.0,,59.0,,2017-05-17 09:09:29.533777,1.314642,103.89789,0101000020E6100000F3599E0777F95940242BBF0CC608F53F
12368074,1280,65679130,Shared room,,Singapore,,TS17,0,0.0,1,1.0,,43.0,,2017-05-17 09:09:29.531276,1.309396,103.857111,0101000020E6100000AE8218E8DAF659402236583849F3F43F
12367917,1280,65679130,Shared room,,Singapore,,TS17,0,0.0,1,1.0,,43.0,,2017-05-17 09:09:29.528562,1.309188,103.858738,0101000020E610000047753A90F5F65940E50CC51D6FF2F43F
12367758,1280,65679130,Shared room,,Singapore,,TS17,0,0.0,1,1.0,,43.0,,2017-05-17 09:09:29.526523,1.311147,103.857933,0101000020E6100000304AD05FE8F65940E8F9D34675FAF43F
9700504,1280,50093316,Shared room,,Singapore,,MK07,0,0.0,1,1.0,,44.0,,2017-05-17 09:09:29.523652,1.317976,103.678337,0101000020E6100000ACAA97DF69EB5940399B8E006E16F53F
14557228,1280,87926656,Shared room,,Singapore,,MK21,0,0.0,2,1.0,,49.0,,2017-05-17 09:09:29.513263,1.39653,103.897551,0101000020E61000007FDFBF7971F9594047205ED72F58F63F
12125130,1280,65053289,Shared room,,Singapore,,MK11,0,0.0,2,1.0,,44.0,,2017-05-17 09:09:29.510376,1.399179,103.750158,0101000020E61000004C35B39602F05940EFFFE3840963F63F
12367610,1280,65679130,Shared room,,Singapore,,TS17,4,4.0,2,1.0,,43.0,,2017-05-17 09:09:29.507358,1.309795,103.858026,0101000020E61000008847E2E5E9F65940DB6D179AEBF4F43F
9637478,1280,46052159,Shared room,,Singapore,,TS10,1,0.0,2,1.0,,57.0,,2017-05-17 09:09:29.505125,1.287784,103.85047,0101000020E6100000AA0EB9196EF6594037FE4465C39AF43F
9869425,1280,50158481,Shared room,,Singapore,,TS17,2,0.0,2,1.0,,48.0,,2017-05-17 09:09:29.463305,1.31292,103.859827,0101000020E6100000F04DD36707F75940A83AE466B801F53F
8661285,1280,45504706,Shared room,,Singapore,,MK03,1,0.0,1,1.0,,52.0,,2017-05-17 09:09:27.920753,1.301274,103.798003,0101000020E610000008C72C7B12F35940632992AF04D2F43F
16131750,1280,50960671,Shared room,,Singapore,,TS18,0,0.0,2,1.0,,59.0,,2017-05-17 09:09:27.918102,1.316735,103.857326,0101000020E6100000AC00DF6DDEF659401AFA27B85811F53F
9866985,1280,45368183,Shared room,,Singapore,,TS03,0,0.0,2,1.0,,59.0,,2017-05-17 09:09:27.916114,1.282706,103.845857,0101000020E6100000EE05668522F65940AB2006BAF685F43F
13549034,1280,77861990,Shared room,,Singapore,,TS27,0,0.0,2,1.0,,59.0,,2017-05-17 09:09:27.913684,1.309796,103.840368,0101000020E6100000B726DD96C8F55940E6E786A6ECF4F43F
7255642,1280,23134103,Shared room,,Singapore,,MK06,2,0.0,2,1.0,,52.0,,2017-05-17 09:09:27.911580,1.34207,103.71739,0101000020E61000008E1EBFB7E9ED594062156F641E79F53F
9282668,1280,35065351,Shared room,,Singapore,,MK13,0,0.0,1,1.0,,57.0,,2017-05-17 09:09:27.908918,1.441516,103.822415,0101000020E61000005A2F8672A2F459406092CA147310F73F
9685415,1280,17350694,Shared room,,Singapore,,TS18,0,0.0,2,1.0,,44.0,,2017-05-17 09:09:27.906417,1.316505,103.851786,0101000020E6100000344C6DA983F65940E353008C6710F53F
9738917,1280,50158481,Shared room,,Singapore,,TS17,3,4.5,2,1.0,,52.0,,2017-05-17 09:09:27.904317,1.311689,103.860332,0101000020E6100000F2ECF2AD0FF75940FB5DD89AADFCF43F
12211385,1280,65679130,Shared room,,Singapore,,TS17,12,4.0,2,1.0,,43.0,,2017-05-17 09:09:27.902390,1.311368,103.857376,0101000020E61000000518963FDFF65940B95510035DFBF43F
8245241,1280,43043281,Shared room,,Singapore,,MK26,31,4.0,4,1.0,,59.0,,2017-05-17 09:09:27.899724,1.316075,103.898353,0101000020E6100000DDD0949D7EF95940CA54C1A8A40EF53F
17783504,1280,120287800,Shared room,,Singapore,,MK18,0,0.0,1,1.0,,48.0,,2017-05-17 09:09:27.896289,1.352433,103.864444,0101000020E61000004D4EED0C53F75940AA7F10C990A3F53F
9055103,1280,46052159,Shared room,,Singapore,,TS04,19,4.5,2,1.0,,57.0,,2017-05-17 09:09:27.894197,1.286316,103.850504,0101000020E6100000804754A86EF6594003250516C094F43F
18146479,1280,4161699,Shared room,,Singapore,,MK31,0,0.0,2,1.0,,44.0,,2017-05-17 09:09:27.891897,1.364134,103.968226,0101000020E6100000C3482F6AF7FD594060C9552C7ED3F53F
10466787,1280,4461879,Shared room,,Singapore,,TS20,0,0.0,1,1.0,,59.0,,2017-05-17 09:09:27.885725,1.297618,103.841744,0101000020E6100000ACE63922DFF5594000378B170BC3F43F
5676325,1280,29431504,Shared room,,Singapore,,MK04,10,5.0,3,1.0,,45.0,,2017-05-17 09:09:27.883621,1.312626,103.797933,0101000020E61000008CD9925511F359409911DE1E8400F53F
12367445,1280,65679130,Shared room,,Singapore,,TS17,4,4.0,2,1.0,,43.0,,2017-05-17 09:09:27.881491,1.310761,103.857517,0101000020E6100000E6B0FB8EE1F65940C3F4BD86E0F8F43F
18642175,1280,129531854,Shared room,,Singapore,,MK17,0,0.0,3,1.0,,55.0,,2017-05-17 09:09:27.878873,1.323853,103.855536,0101000020E61000003E23111AC1F659404162BB7B802EF53F
17625553,1280,47611818,Shared room,,Singapore,,TS11,2,0.0,4,1.0,,27.0,,2017-05-17 09:09:25.905132,1.297286,103.855132,0101000020E6100000D670917BBAF6594041F0F8F6AEC1F43F
3717217,1280,17526618,Shared room,,Singapore,,TS05,39,4.5,16,1.0,,22.0,,2017-05-17 09:09:25.902841,1.281984,103.843604,0101000020E610000096B1A19BFDF559409AEC9FA70183F43F
10040869,1280,46545593,Shared room,,Singapore,,TS17,28,4.5,16,1.0,,14.0,,2017-05-17 09:09:24.375517,1.310506,103.861025,0101000020E610000075029A081BF759406F63B323D5F7F43F
9896783,1280,46545593,Shared room,,Singapore,,TS17,49,4.0,16,1.0,,14.0,,2017-05-17 09:09:24.372424,1.310802,103.859953,0101000020E610000037C64E7809F75940958098840BF9F43F
13274269,1280,17526618,Shared room,,Singapore,,TS03,7,4.5,16,1.0,,22.0,,2017-05-17 09:09:24.362551,1.281484,103.845147,0101000020E6100000005471E316F65940658EE55DF580F43F
9143024,1280,46545593,Shared room,,Singapore,,TS18,21,4.0,16,1.0,,30.0,,2017-05-17 09:09:24.359910,1.314899,103.850212,0101000020E6100000ACAA97DF69F659408EB0A888D309F53F
10040828,1280,46545593,Shared room,,Singapore,,TS17,18,4.5,16,1.0,,14.0,,2017-05-17 09:09:24.356543,1.313252,103.861678,0101000020E6100000B16B7BBB25F75940678176871403F53F
16803564,1280,46545593,Shared room,,Singapore,,TS17,6,3.5,16,1.0,,14.0,,2017-05-17 09:09:24.346488,1.31067,103.860031,0101000020E6100000F5A276BF0AF75940B8921D1B81F8F43F
16813277,1280,63448912,Shared room,,Singapore,,TS07,2,0.0,1,1.0,,20.0,,2017-05-17 09:09:24.344145,1.288467,103.846618,0101000020E61000001E8D43FD2EF659408D9AAF928F9DF43F
8196180,1280,43228625,Shared room,,Singapore,,TS19,8,4.0,1,1.0,,25.0,,2017-05-17 09:09:24.340207,1.303388,103.848838,0101000020E610000088669E5C53F6594048FB1F60ADDAF43F
16863370,1280,47611818,Shared room,,Singapore,,TS11,4,5.0,4,1.0,,22.0,,2017-05-17 09:09:24.330139,1.300067,103.851543,0101000020E6100000D10836AE7FF65940C7BDF90D13CDF43F
13608832,1280,78455174,Shared room,,Singapore,,MK21,5,4.0,5,1.0,,37.0,,2017-05-17 09:09:18.401663,1.3844,103.891717,0101000020E610000062122EE411F959408351499D8026F63F
3000736,1280,15295886,Shared room,,Singapore,,TS17,19,4.5,16,1.0,,26.0,,2017-05-17 09:09:18.398537,1.310466,103.860959,0101000020E6100000990CC7F319F75940A8514832ABF7F43F
11127735,1280,57815182,Shared room,,Singapore,,MK13,0,0.0,5,1.0,,36.0,,2017-05-17 09:09:18.343130,1.444373,103.823554,0101000020E61000005C1FD61BB5F45940459BE3DC261CF73F
7830183,1280,31323790,Shared room,,Singapore,,MK15,0,0.0,1,1.0,,20.0,,2017-05-17 09:09:18.291896,1.359405,103.828339,0101000020E610000016C0948103F55940554D10751FC0F53F
14811288,1280,41377755,Shared room,,Singapore,,MK18,0,0.0,1,1.0,,26.0,,2017-05-17 09:09:18.289205,1.357439,103.831875,0101000020E61000000AD7A3703DF55940030AF5F411B8F53F
6483999,1280,27392893,Shared room,,Singapore,,MK01,1,0.0,16,1.0,,21.0,,2017-05-17 09:09:18.225946,1.278347,103.830063,0101000020E6100000A8A78FC01FF559400F09DFFB1B74F43F
9333764,1280,15456439,Shared room,,Singapore,,MK18,0,0.0,1,1.0,,19.0,,2017-05-17 09:09:18.223267,1.374236,103.840582,0101000020E6100000CDE67118CCF5594011C64FE3DEFCF53F
6698970,1280,35065351,Shared room,,Singapore,,MK13,1,0.0,1,1.0,,40.0,,2017-05-17 09:09:18.220226,1.44154,103.823926,0101000020E6100000BE141E34BBF4594071033E3F8C10F73F
18030912,1280,63231309,Shared room,,Singapore,,MK06,3,3.5,1,1.0,,19.0,,2017-05-17 09:09:18.179719,1.342708,103.719312,0101000020E6100000B4E7323509EE5940B83D4162BB7BF53F
8556292,1280,22142815,Shared room,,Singapore,,MK25,0,0.0,1,1.0,,37.0,,2017-05-17 09:09:16.668113,1.308906,103.88171,0101000020E610000098A3C7EF6DF859405E9CF86A47F1F43F
